ACCT0094929
ACCT0050485
ACCT0166196
ACCT0024303
ACCT0032166
ACCT0027891
ACCT0009728
ACCT0064534
ACCT0006024
ACCT0027557
ACCT0219146
ACCT0147434
ACCT0000190
ACCT0005799
ACCT0004849
ACCT0181969
ACCT0005746
ACCT0004193
ACCT0021568
ACCT0009838
ACCT0134734
ACCT0004462
ACCT0000055
ACCT0180603
ACCT0007198
ACCT0077038
ACCT0004568
ACCT0000346
ACCT0216102
ACCT0001004
ACCT0144248
ACCT0059426
ACCT0027554
ACCT0000640
ACCT0009277
ACCT0219373
ACCT0173857
ACCT0006295
ACCT0157571
ACCT0137595
ACCT0157588
ACCT0007200
ACCT0004066
ACCT0011117
ACCT0153526
ACCT0022312
ACCT0081355
ACCT0032240
ACCT0001501
ACCT0009854
ACCT0004536
ACCT0001293
ACCT0001311
ACCT0133758
ACCT0171844
ACCT0007215
ACCT0000495
ACCT0108244
ACCT0000175
ACCT0001657
ACCT0214044
ACCT0003549
ACCT0009261
ACCT0144761
ACCT0065931
ACCT0032969
ACCT0001047
ACCT0067546
ACCT0071723
ACCT0018404
ACCT0008298
ACCT0176475
ACCT0000185
ACCT0030897
ACCT0019134
ACCT0024626
ACCT0003522
ACCT0152744
ACCT0001078
ACCT0175578
ACCT0022996
ACCT0010739
ACCT0012012
ACCT0154788
ACCT0011453
ACCT0140143
ACCT0166378
ACCT0004765
ACCT0213754
ACCT0145402
ACCT0006404
ACCT0173057
ACCT0027014
ACCT0175647
ACCT0005267
ACCT0215964
ACCT0110617
ACCT0144649
ACCT0008725
ACCT0008786
ACCT0148708
ACCT0008908
ACCT0074361
ACCT0018187
ACCT0215509
ACCT0000912
ACCT0164109
ACCT0032714
ACCT0165033
ACCT0024446
ACCT0000927
ACCT0066402
ACCT0014312
ACCT0090740
ACCT0005993
ACCT0014354
ACCT0174340
ACCT0219199
ACCT0126501
ACCT0112106
ACCT0076526
ACCT0138144
ACCT0011011
ACCT0129281
ACCT0164512
ACCT0004643
ACCT0011788
ACCT0001938
ACCT0064932
ACCT0002384
ACCT0172222
ACCT0121400
ACCT0069427
ACCT0013955
ACCT0018408
ACCT0014520
ACCT0195300
ACCT0001755
ACCT0000298
ACCT0022372
ACCT0000688
ACCT0006940
ACCT0059218
ACCT0212790
ACCT0006196
ACCT0018196
ACCT0021689
ACCT0032059
ACCT0169248
ACCT0026184
ACCT0019221
ACCT0005988
ACCT0024628
ACCT0000945
ACCT0000257
ACCT0213374
ACCT0004125
ACCT0119349
ACCT0024501
ACCT0017605
ACCT0080179
ACCT0007873
ACCT0161258
ACCT0001439
ACCT0006870
ACCT0005847
ACCT0009620
ACCT0005347
ACCT0076874
ACCT0008448
ACCT0213880
ACCT0090319
ACCT0021317
ACCT0172335
ACCT0001317
ACCT0023882
ACCT0146222
ACCT0020739
ACCT0025428
ACCT0020440
ACCT0082808
ACCT0211818
ACCT0031542
ACCT0019201
ACCT0017914
ACCT0175038
ACCT0027884
ACCT0003115
ACCT0019324
ACCT0110210
ACCT0154360
ACCT0217646
ACCT0001283
ACCT0070383
ACCT0171114
ACCT0006314
ACCT0051563
ACCT0203434
ACCT0002340
ACCT0122790
ACCT0214172
ACCT0218086
ACCT0096328
ACCT0135387
ACCT0140349
ACCT0169683
ACCT0011105
ACCT0143079
ACCT0154396
ACCT0169153
ACCT0164111
ACCT0006352
ACCT0006177
ACCT0007574
ACCT0008030
ACCT0019847
ACCT0167886
ACCT0025146
ACCT0010054
ACCT0148740
ACCT0066232
ACCT0004902
ACCT0000011
ACCT0022669
ACCT0010658
ACCT0019089
ACCT0017162
ACCT0005162
ACCT0110305
ACCT0097525
ACCT0215125
ACCT0024559
ACCT0156392
ACCT0001474
ACCT0219519
ACCT0019139
ACCT0003100
ACCT0032227
ACCT0141225
ACCT0001692
ACCT0010795
ACCT0019444
ACCT0005281
ACCT0001242
ACCT0089095
ACCT0002500
ACCT0009891
ACCT0076023
ACCT0080741
ACCT0153616
ACCT0003007
ACCT0015961
ACCT0143193
ACCT0021660
ACCT0009757
ACCT0164372
ACCT0007220
ACCT0015967
ACCT0018764
ACCT0008500
ACCT0004564
ACCT0033531
ACCT0007276
ACCT0139022
ACCT0076085
ACCT0009752
ACCT0008314
ACCT0000543
ACCT0065399
ACCT0144748
ACCT0001421
ACCT0004975
ACCT0079654
ACCT0006057
ACCT0010291
ACCT0051128
ACCT0156974
ACCT0135520
ACCT0004962
ACCT0006084
ACCT0007577
ACCT0026577
ACCT0008167
ACCT0001048
ACCT0108616
ACCT0136956
ACCT0001154
ACCT0015972
ACCT0165581
ACCT0031434
ACCT0000211
ACCT0001440
ACCT0010814
ACCT0134534
ACCT0020544
ACCT0135252
ACCT0092043
ACCT0142116
ACCT0015608
ACCT0153888
ACCT0022181
ACCT0001039
ACCT0039731
ACCT0001619
ACCT0019896
ACCT0000917
ACCT0000302
ACCT0070736
ACCT0031652
ACCT0006367
ACCT0005580
ACCT0143260
ACCT0009303
ACCT0144830
ACCT0068123
ACCT0077292
ACCT0026672
ACCT0003102
ACCT0005209
ACCT0085396
ACCT0000632
ACCT0024547
ACCT0000391
ACCT0020345
ACCT0008609
ACCT0003500
ACCT0009747
ACCT0010602
ACCT0086716
ACCT0019679
ACCT0017913
ACCT0007328
ACCT0015923
ACCT0017937
ACCT0005440
ACCT0025540
ACCT0204673
ACCT0006779
ACCT0019204
ACCT0060667
ACCT0158347
ACCT0147530
ACCT0028350
ACCT0157680
ACCT0169156
ACCT0074448
ACCT0024980
ACCT0070760
ACCT0000918
ACCT0099342
ACCT0021558
ACCT0021509
ACCT0162507
ACCT0010314
ACCT0015502
ACCT0000022
ACCT0066408
ACCT0013355
ACCT0020759
ACCT0175602
ACCT0109774
ACCT0003010
ACCT0014320
ACCT0159570
ACCT0138141
ACCT0158158
ACCT0005602
ACCT0009766
ACCT0072763
ACCT0030382
ACCT0004435
ACCT0010261
ACCT0005591
ACCT0077745
ACCT0005269
ACCT0003031
ACCT0029371
ACCT0091225
ACCT0001701
ACCT0005739
ACCT0025856
ACCT0004305
ACCT0022365
ACCT0000525
ACCT0001033
ACCT0007727
ACCT0217368
ACCT0031592
ACCT0153697
ACCT0160763
ACCT0168045
ACCT0019145
ACCT0015346
ACCT0009145
ACCT0009028
ACCT0015736
ACCT0005784
ACCT0024696
ACCT0033555
ACCT0174635
ACCT0027710
ACCT0058682
ACCT0086489
ACCT0038450
ACCT0035909
ACCT0006763
ACCT0145700
ACCT0001708
ACCT0009551
ACCT0010819
ACCT0067261
ACCT0004909
ACCT0024671
ACCT0019197
ACCT0031880
ACCT0160590
ACCT0015758
ACCT0007042
ACCT0015960
ACCT0003924
ACCT0096933
ACCT0031638
ACCT0023661
ACCT0011911
ACCT0006707
ACCT0019751
ACCT0009242
ACCT0005071
ACCT0000778
ACCT0076294
ACCT0160288
ACCT0030699
ACCT0005926
ACCT0021831
ACCT0076175
ACCT0024789
ACCT0065360
ACCT0080143
ACCT0170302
ACCT0001003
ACCT0135662
ACCT0008959
ACCT0001185
ACCT0000170
ACCT0064116
ACCT0059134
ACCT0007532
ACCT0019256
ACCT0064673
ACCT0015662
ACCT0000394
ACCT0016969
ACCT0019229
ACCT0000083
ACCT0176914
ACCT0023637
ACCT0149652
ACCT0169324
ACCT0142615
ACCT0005388
ACCT0031516
ACCT0015676
ACCT0005830
ACCT0135601
ACCT0007596
ACCT0013364
ACCT0031813
ACCT0025103
ACCT0077805
ACCT0007369
ACCT0165296
ACCT0158859
ACCT0004040
ACCT0000894
ACCT0004005
ACCT0159156
ACCT0010824
ACCT0032271
ACCT0006001
ACCT0072942
ACCT0138243
ACCT0007351
ACCT0024543
ACCT0004062
ACCT0008702
ACCT0009935
ACCT0027356
ACCT0007140
ACCT0026576
ACCT0005431
ACCT0005114
ACCT0215495
ACCT0011002
ACCT0005012
ACCT0010331
ACCT0001086
ACCT0002440
ACCT0218063
ACCT0009109
ACCT0119624
ACCT0006615
ACCT0009928
ACCT0025125
ACCT0017159
ACCT0121060
ACCT0011171
ACCT0007254
ACCT0164084
ACCT0021860
ACCT0006169
ACCT0023227
ACCT0008900
ACCT0170479
ACCT0001041
ACCT0007666
ACCT0012116
ACCT0024106
ACCT0168207
ACCT0211778
ACCT0010194
ACCT0024672
ACCT0014233
ACCT0010553
ACCT0024551
ACCT0010896
ACCT0003181
ACCT0005951
ACCT0001148
ACCT0017244
ACCT0137994
ACCT0020200
ACCT0006337
ACCT0031806
ACCT0001528
ACCT0170018
ACCT0003122
ACCT0015505
ACCT0004240
ACCT0152710
ACCT0158938
ACCT0039885
ACCT0005050
ACCT0174647
ACCT0006277
ACCT0000557
ACCT0021346
ACCT0011308
ACCT0180473
ACCT0006774
ACCT0125027
ACCT0166018
ACCT0144693
ACCT0015540
ACCT0018397
ACCT0003563
ACCT0157767
ACCT0005396
ACCT0069900
ACCT0006010
ACCT0160427
ACCT0027799
ACCT0095832
ACCT0026942
ACCT0102351
ACCT0005742
ACCT0001515
ACCT0137450
ACCT0039459
ACCT0166052
ACCT0092384
ACCT0008826
ACCT0004837
ACCT0023857
ACCT0010723
ACCT0002291
ACCT0001218
ACCT0008999
ACCT0180858
ACCT0011641
ACCT0056535
ACCT0018126
ACCT0000698
ACCT0011674
ACCT0004700
ACCT0000962
ACCT0094757
ACCT0021581
ACCT0138848
ACCT0006457
ACCT0005469
ACCT0070520
ACCT0001459
ACCT0020934
ACCT0127880
ACCT0019512
ACCT0105617
ACCT0006351
ACCT0005545
ACCT0013333
ACCT0029494
ACCT0021191
ACCT0010109
ACCT0006441
ACCT0089274
ACCT0001469
ACCT0112678
ACCT0003594
ACCT0024588
ACCT0003523
ACCT0006436
ACCT0005129
ACCT0040469
ACCT0000841
ACCT0009239
ACCT0026123
ACCT0015712
ACCT0015715
ACCT0160758
ACCT0000721
ACCT0009289
ACCT0007336
ACCT0009152
ACCT0020179
ACCT0098815
ACCT0007451
ACCT0055232
ACCT0031737
ACCT0009193
ACCT0110964
ACCT0154227
ACCT0025745
ACCT0007101
ACCT0014282
ACCT0003590
ACCT0004249
ACCT0019946
ACCT0031489
ACCT0157746
ACCT0031505
ACCT0002993
ACCT0002387
ACCT0001476
ACCT0111130
ACCT0038475
ACCT0088319
ACCT0000761
ACCT0004219
ACCT0022607
ACCT0021735
ACCT0004018
ACCT0003536
ACCT0177890
ACCT0004286
ACCT0005694
ACCT0211548
ACCT0003049
ACCT0015914
ACCT0010566
ACCT0105539
ACCT0065126
ACCT0017080
ACCT0001215
ACCT0017245
ACCT0078157
ACCT0085448
ACCT0003064
ACCT0032649
ACCT0010835
ACCT0005196
ACCT0014110
ACCT0022261
ACCT0108241
ACCT0013334
ACCT0020106
ACCT0037348
ACCT0066953
ACCT0068015
ACCT0064202
ACCT0006778
ACCT0000058
ACCT0037455
ACCT0019016
ACCT0087763
ACCT0141315
ACCT0066309
ACCT0003022
ACCT0007524
ACCT0096929
ACCT0001793
ACCT0010890
ACCT0017060
ACCT0017584
ACCT0031660
ACCT0146089
ACCT0059483
ACCT0026335
ACCT0022767
ACCT0025941
ACCT0023564
ACCT0032180
ACCT0209329
ACCT0005406
ACCT0007375
ACCT0005802
ACCT0032279
ACCT0170220
ACCT0004204
ACCT0000202
ACCT0009865
ACCT0147661
ACCT0024616
ACCT0001522
ACCT0020421
ACCT0094588
ACCT0000782
ACCT0001362
ACCT0017516
ACCT0213907
ACCT0022930
ACCT0091283
ACCT0002437
ACCT0134438
ACCT0139814
ACCT0006995
ACCT0174649
ACCT0004362
ACCT0033325
ACCT0011897
ACCT0217252
ACCT0009139
ACCT0004874
ACCT0093530
ACCT0097757
ACCT0072040
ACCT0065739
ACCT0085341
ACCT0019956
ACCT0069596
ACCT0000238
ACCT0000515
ACCT0004527
ACCT0008788
ACCT0035706
ACCT0027079
ACCT0000706
ACCT0031360
ACCT0166041
ACCT0064846
ACCT0019901
ACCT0141821
ACCT0022255
ACCT0092633
ACCT0024781
ACCT0000776
ACCT0005924
ACCT0195261
ACCT0026626
ACCT0087520
ACCT0015598
ACCT0088257
ACCT0010335
ACCT0005773
ACCT0006810
ACCT0101537
ACCT0163987
ACCT0005595
ACCT0004345
ACCT0174084
ACCT0017432
ACCT0005393
ACCT0110573
ACCT0004391
ACCT0018224
ACCT0079111
ACCT0015283
ACCT0009095
ACCT0010124
ACCT0016857
ACCT0071130
ACCT0006392
ACCT0025658
ACCT0021259
ACCT0091830
ACCT0142160
ACCT0003009
ACCT0000742
ACCT0167036
ACCT0152002
ACCT0005760
ACCT0007344
ACCT0175273
ACCT0021103
ACCT0015489
ACCT0070287
ACCT0019214
ACCT0004897
ACCT0060196
ACCT0003617
ACCT0075931
ACCT0008171
ACCT0135457
ACCT0008709
ACCT0100436
ACCT0005608
ACCT0027517
ACCT0003609
ACCT0150690
ACCT0026479
ACCT0091219
ACCT0007193
ACCT0009240
ACCT0134417
ACCT0088455
ACCT0059032
ACCT0166681
ACCT0005352
ACCT0004149
ACCT0093500
ACCT0022937
ACCT0008585
ACCT0003573
ACCT0039926
ACCT0015600
ACCT0007188
ACCT0002026
ACCT0021344
ACCT0003950
ACCT0002049
ACCT0047126
ACCT0101735
ACCT0005534
ACCT0037742
ACCT0000781
ACCT0001079
ACCT0111098
ACCT0068473
ACCT0004615
ACCT0171864
ACCT0000621
ACCT0073492
ACCT0013641
ACCT0094735
ACCT0175709
ACCT0179073
ACCT0004297
ACCT0009880
ACCT0146230
ACCT0137295
ACCT0001690
ACCT0112434
ACCT0158715
ACCT0014358
ACCT0008506
ACCT0002397
ACCT0018136
ACCT0004662
ACCT0008668
ACCT0091891
ACCT0172063
ACCT0092694
ACCT0106521
ACCT0003262
ACCT0073133
ACCT0027934
ACCT0001406
ACCT0002411
ACCT0086391
ACCT0166232
ACCT0064056
ACCT0072583
ACCT0153960
ACCT0177877
ACCT0011068
ACCT0019642
ACCT0015071
ACCT0164864
ACCT0002334
ACCT0038769
ACCT0076345
ACCT0037768
ACCT0130465
ACCT0077193
ACCT0012317
ACCT0001221
ACCT0020827
ACCT0005998
ACCT0000850
ACCT0067869
ACCT0005668
ACCT0008811
ACCT0010179
ACCT0020228
ACCT0132656
ACCT0010715
ACCT0001159
ACCT0013992
ACCT0020513
ACCT0150580
ACCT0021484
ACCT0000246
ACCT0153388
ACCT0021987
ACCT0080090
ACCT0010086
ACCT0003058
ACCT0000390
ACCT0078234
ACCT0071911
ACCT0150649
ACCT0077741
ACCT0007968
ACCT0001067
ACCT0007180
ACCT0180303
ACCT0065614
ACCT0019115
ACCT0005111
ACCT0000518
ACCT0146091
ACCT0065626
ACCT0019085
ACCT0017125
ACCT0008189
ACCT0214830
ACCT0180355
ACCT0009566
ACCT0136364
ACCT0008435
ACCT0009233
ACCT0013925
ACCT0168176
ACCT0158454
ACCT0021515
ACCT0067451
ACCT0021753
ACCT0023442
ACCT0016894
ACCT0001757
ACCT0019926
ACCT0001006
ACCT0010797
ACCT0009867
ACCT0007598
ACCT0002932
ACCT0076055
ACCT0017154
ACCT0019176
ACCT0008338
ACCT0007218
ACCT0031673
ACCT0130855
ACCT0078712
ACCT0064165
ACCT0018203
ACCT0004084
ACCT0014536
ACCT0170897
ACCT0002577
ACCT0020590
ACCT0143793
ACCT0017429
ACCT0177754
ACCT0022032
ACCT0005080
ACCT0032986
ACCT0004933
ACCT0002847
ACCT0000579
ACCT0005661
ACCT0008748
ACCT0098147
ACCT0083141
ACCT0004421
ACCT0218898
ACCT0076438
ACCT0001517
ACCT0003641
ACCT0073039
ACCT0019693
ACCT0022738
ACCT0025605
ACCT0208308
ACCT0068316
ACCT0014070
ACCT0091065
ACCT0155647
ACCT0001507
ACCT0093737
ACCT0122529
ACCT0161398
ACCT0015999
ACCT0005610
ACCT0015572
ACCT0002241
ACCT0001405
ACCT0046146
ACCT0027368
ACCT0030969
ACCT0090710
ACCT0009128
ACCT0016640
ACCT0005097
ACCT0000532
ACCT0100865
ACCT0015752
ACCT0137053
ACCT0002900
ACCT0032918
ACCT0089628
ACCT0001478
ACCT0017158
ACCT0021858
ACCT0021431
ACCT0022535
ACCT0160838
ACCT0003624
ACCT0017153
ACCT0219874
ACCT0215152
ACCT0001650
ACCT0004618
ACCT0175283
ACCT0010645
ACCT0035863
ACCT0153622
ACCT0019300
ACCT0010807
ACCT0032897
ACCT0074404
ACCT0004990
ACCT0022488
ACCT0031269
ACCT0068459
ACCT0113775
ACCT0033125
ACCT0074317
ACCT0003110
ACCT0004083
ACCT0014982
ACCT0133639
ACCT0033300
ACCT0004866
ACCT0040650
ACCT0032919
ACCT0020694
ACCT0114579
ACCT0022291
ACCT0031224
ACCT0022483
ACCT0000479
ACCT0017210
ACCT0026622
ACCT0001691
ACCT0157051
ACCT0167641
ACCT0005522
ACCT0003533
ACCT0126471
ACCT0014291
ACCT0008087
ACCT0010840
ACCT0006851
ACCT0002467
ACCT0038628
ACCT0004487
ACCT0011021
ACCT0006883
ACCT0137552
ACCT0000683
ACCT0004179
ACCT0014023
ACCT0022839
ACCT0004234
ACCT0149101
ACCT0122715
ACCT0063499
ACCT0006516
ACCT0131195
ACCT0025931
ACCT0005646
ACCT0022223
ACCT0175868
ACCT0007689
ACCT0004688
ACCT0013299
ACCT0005123
ACCT0065513
ACCT0086250
ACCT0000306
ACCT0032777
ACCT0014538
ACCT0015842
ACCT0005248
ACCT0014514
ACCT0089092
ACCT0091709
ACCT0031734
ACCT0024673
ACCT0068986
ACCT0003015
ACCT0005824
ACCT0027707
ACCT0001182
ACCT0012862
ACCT0004854
ACCT0017211
ACCT0137541
ACCT0027899
ACCT0020718
ACCT0009102
ACCT0021648
ACCT0022023
ACCT0017187
ACCT0022476
ACCT0210977
ACCT0022752
ACCT0005837
ACCT0010983
ACCT0158087
ACCT0007982
ACCT0033650
ACCT0003676
ACCT0212746
ACCT0007380
ACCT0008139
ACCT0011681
ACCT0002784
ACCT0136390
ACCT0005975
ACCT0089859
ACCT0020945
ACCT0215519
ACCT0005003
ACCT0006043
ACCT0020025
ACCT0017168
ACCT0073766
ACCT0029220
ACCT0009039
ACCT0019635
ACCT0027592
ACCT0031277
ACCT0001400
ACCT0004744
ACCT0161079
ACCT0009608
ACCT0012591
ACCT0032690
ACCT0020386
ACCT0069424
ACCT0131965
ACCT0001615
ACCT0038630
ACCT0142813
ACCT0092653
ACCT0030110
ACCT0013288
ACCT0011057
ACCT0026526
ACCT0008192
ACCT0000070
ACCT0004306
ACCT0024630
ACCT0020412
ACCT0013327
ACCT0009509
ACCT0180841
ACCT0006462
ACCT0005096
ACCT0012143
ACCT0008269
ACCT0008715
ACCT0000999
ACCT0141606
ACCT0016815
ACCT0005796
ACCT0016688
ACCT0170712
ACCT0007248
ACCT0002829
ACCT0098905
ACCT0006079
ACCT0009251
ACCT0140130
ACCT0141973
ACCT0027171
ACCT0006863
ACCT0001035
ACCT0000226
ACCT0003027
ACCT0142495
ACCT0068250
ACCT0067416
ACCT0018988
ACCT0107666
ACCT0008101
ACCT0005163
ACCT0002649
ACCT0109252
ACCT0067691
ACCT0158539
ACCT0004395
ACCT0028408
ACCT0019602
ACCT0134887
ACCT0100784
ACCT0010971
ACCT0010737
ACCT0010596
ACCT0052162
ACCT0008952
ACCT0106874
ACCT0003355
ACCT0007754
ACCT0063343
ACCT0008797
ACCT0017875
ACCT0000741
ACCT0007651
ACCT0029353
ACCT0081076
ACCT0095732
ACCT0154580
ACCT0005288
ACCT0007100
ACCT0083477
ACCT0023159
ACCT0018555
ACCT0024828
ACCT0020274
ACCT0019315
ACCT0006225
ACCT0001298
ACCT0022532
ACCT0000906
ACCT0005603
ACCT0004555
ACCT0091314
ACCT0010285
ACCT0020991
ACCT0027395
ACCT0180304
ACCT0144977
ACCT0107238
ACCT0018079
ACCT0137529
ACCT0141247
ACCT0007366
ACCT0005605
ACCT0006862
ACCT0025542
ACCT0077646
ACCT0038336
ACCT0016006
ACCT0091399
ACCT0019356
ACCT0048762
ACCT0138205
ACCT0146470
ACCT0031919
ACCT0001285
ACCT0006943
ACCT0021705
ACCT0007236
ACCT0035922
ACCT0024849
ACCT0007139
ACCT0005809
ACCT0007757
ACCT0014057
ACCT0004661
ACCT0005684
ACCT0005294
ACCT0021026
ACCT0040009
ACCT0005691
ACCT0006371
ACCT0014374
ACCT0007644
ACCT0135821
ACCT0169504
ACCT0091017
ACCT0011915
ACCT0007003
ACCT0003413
ACCT0153524
ACCT0096009
ACCT0096460
ACCT0175883
ACCT0059533
ACCT0005459
ACCT0033373
ACCT0020155
ACCT0106036
ACCT0150614
ACCT0152609
ACCT0014556
ACCT0148845
ACCT0022103
ACCT0019319
ACCT0005435
ACCT0038838
ACCT0169289
ACCT0028343
ACCT0071973
ACCT0157897
ACCT0015475
ACCT0021419
ACCT0011329
ACCT0018639
ACCT0005741
ACCT0089958
ACCT0023534
ACCT0013166
ACCT0097209
ACCT0006037
ACCT0039855
ACCT0204759
ACCT0010646
ACCT0017943
ACCT0009642
ACCT0002339
ACCT0158353
ACCT0018771
ACCT0022285
ACCT0012076
ACCT0025058
ACCT0025552
ACCT0070701
ACCT0005738
ACCT0071139
ACCT0009540
ACCT0013295
ACCT0002901
ACCT0009623
ACCT0031181
ACCT0217909
ACCT0039522
ACCT0004756
ACCT0006936
ACCT0008820
ACCT0002044
ACCT0164435
ACCT0005260
ACCT0007661
ACCT0001810
ACCT0054389
ACCT0151240
ACCT0007201
ACCT0015534
ACCT0003566
ACCT0154518
ACCT0008844
ACCT0002183
ACCT0008624
ACCT0010994
ACCT0033343
ACCT0018228
ACCT0006760
ACCT0062135
ACCT0025277
ACCT0101158
ACCT0097845
ACCT0009504
ACCT0012119
ACCT0214800
ACCT0136599
ACCT0142769
ACCT0006065
ACCT0158226
ACCT0073265
ACCT0019211
ACCT0012014
ACCT0114080
ACCT0089758
ACCT0150859
ACCT0010080
ACCT0120568
ACCT0017911
ACCT0048736
ACCT0139365
ACCT0014072
ACCT0113984
ACCT0022093
ACCT0008920
ACCT0005101
ACCT0000676
ACCT0162687
ACCT0000451
ACCT0097696
ACCT0007536
ACCT0025608
ACCT0080814
ACCT0015169
ACCT0073101
ACCT0017921
ACCT0003322
ACCT0005176
ACCT0003020
ACCT0026427
ACCT0014298
ACCT0026054
ACCT0003379
ACCT0066571
ACCT0022632
ACCT0160834
ACCT0081240
ACCT0014361
ACCT0006035
ACCT0020426
ACCT0176722
ACCT0002318
ACCT0027458
ACCT0197542
ACCT0020013
ACCT0012660
ACCT0070584
ACCT0096498
ACCT0039712
ACCT0003647
ACCT0020548
ACCT0014359
ACCT0066425
ACCT0003166
ACCT0090474
ACCT0014311
ACCT0001839
ACCT0002544
ACCT0005938
ACCT0017972
ACCT0015654
ACCT0018406
ACCT0093239
ACCT0075641
ACCT0009156
ACCT0000751
ACCT0125026
ACCT0025886
ACCT0075447
ACCT0004698
ACCT0081405
ACCT0019359
ACCT0216109
ACCT0024382
ACCT0004594
ACCT0006720
ACCT0021031
ACCT0001984
ACCT0014379
ACCT0131781
ACCT0090422
ACCT0015705
ACCT0015603
ACCT0002895
ACCT0021215
ACCT0022411
ACCT0025308
ACCT0021297
ACCT0017928
ACCT0004458
ACCT0003921
ACCT0181359
ACCT0030523
ACCT0020296
ACCT0008327
ACCT0021432
ACCT0018216
ACCT0143947
ACCT0068370
ACCT0040486
ACCT0002606
ACCT0001670
ACCT0019860
ACCT0104625
ACCT0005990
ACCT0033282
ACCT0014958
ACCT0012985
ACCT0001289
ACCT0001841
ACCT0010701
ACCT0068294
ACCT0169439
ACCT0027593
ACCT0091437
ACCT0083146
ACCT0097338
ACCT0024773
ACCT0007772
ACCT0018576
ACCT0026938
ACCT0000179
ACCT0007191
ACCT0014138
ACCT0033431
ACCT0004092
ACCT0137707
ACCT0018368
ACCT0013388
ACCT0140654
ACCT0038259
ACCT0121971
ACCT0087720
ACCT0012844
ACCT0160488
ACCT0011255
ACCT0081850
ACCT0022225
ACCT0067625
ACCT0169408
ACCT0018091
ACCT0005819
ACCT0051662
ACCT0161847
ACCT0052670
ACCT0092892
ACCT0154638
ACCT0006769
ACCT0068606
ACCT0009101
ACCT0150455
ACCT0021597
ACCT0214412
ACCT0004464
ACCT0009879
ACCT0146709
ACCT0198131
ACCT0173407
ACCT0015509
ACCT0151201
ACCT0157417
ACCT0003521
ACCT0169595
ACCT0010367
ACCT0024431
ACCT0035813
ACCT0017243
ACCT0004563
ACCT0040242
ACCT0004100
ACCT0160926
ACCT0146632
ACCT0032593
ACCT0121545
ACCT0091175
ACCT0027143
ACCT0004892
ACCT0021591
ACCT0009749
ACCT0005752
ACCT0000303
ACCT0007874
ACCT0010937
ACCT0004906
ACCT0055066
ACCT0126132
ACCT0159334
ACCT0152251
ACCT0143631
ACCT0031610
